germplasmName,studyName,value,studydbid,studydescription,trialType,breedingProgramDbId,breedingProgramName,breedingProgramDescription,studyYear,studyDesign,locationdbid,locationName,plantingdate,harvestdate,plotWidth,plotLength,plantsPerPlot,numberBlocks,numberReps,fieldSize,fieldtrialisplannedtobegenotyped,fieldtrialisplannedtocross,folderDbId,folderName,folderDescription,managementFactors,season_length,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
KS16COGDPOP73-1,22HAYKS_TCAP_C,2045.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
N16MD9177-C09-16,22HAYKS_TCAP_C,1640.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
X111616-1.6.10.4,22HAYKS_TCAP_C,2410.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
U8816-S-H12-B,22HAYKS_TCAP_C,1585.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
U8715-J-D08,22HAYKS_TCAP_C,1720.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
KS15COGDPOP69-3,22HAYKS_TCAP_C,1770.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
U8819-O-G01,22HAYKS_TCAP_C,1405.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
KS15COGDPOP20-3,22HAYKS_TCAP_C,2055.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
THUNDERBOLT,22HAYKS_TCAP_C,1935.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
U9004-B-A01-B,22HAYKS_TCAP_C,2195.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
KanMark,22HAYKS_TCAP_C,2035.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.312000000000001,16.615357142857142,3.174357142857143,0.9888214285714286,57.219857142857144,3.394357142857143,15.65364285714286
U9001-E-D12-D,22MANKS_TCAP_C,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111480-1.8.10.5,22MANKS_TCAP_C,1088.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8458_U8459_U8460_U8471_E5,22MANKS_TCAP_C,1001.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ZENDA,22MANKS_TCAP_C,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP42-4,22MANKS_TCAP_C,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111616-1.6.10.4,22MANKS_TCAP_C,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1857.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ANTELOPE,22MANKS_TCAP_C,1751.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
BOB_DOLE,22MANKS_TCAP_C,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8453_C10,22MANKS_TCAP_C,1592.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
OK05511,22MANKS_TCAP_C,1688.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP42-2,22MANKS_TCAP_C,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
NE10589,22MANKS_TCAP_C,1908.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
VISTA,22MANKS_TCAP_C,1073.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1171.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8453_B7,22MANKS_TCAP_C,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP42-3,22MANKS_TCAP_C,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8816-V-D10-G,22MANKS_TCAP_C,1873.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111480-1.8.10.10,22MANKS_TCAP_C,1449.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP45-1,22MANKS_TCAP_C,1419.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
NI06736,22MANKS_TCAP_C,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
SPARTAN,22MANKS_TCAP_C,1414.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U9006-M-D01-H2,22MANKS_TCAP_C,1494.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8715-J-D08,22MANKS_TCAP_C,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
TAM304,22MANKS_TCAP_C,1640.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
BOB_DOLE,22MANKS_TCAP_C,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
CULVER,22MANKS_TCAP_C,1734.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15RLGDPOP30-4,22MANKS_TCAP_C,1651.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
Joe,22MANKS_TCAP_C,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15COGDPOP69-1,22MANKS_TCAP_C,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ZENDA,22MANKS_TCAP_C,1718.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8546_B8,22MANKS_TCAP_C,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
CO04W320,22MANKS_TCAP_C,2004.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
Joe,22MANKS_TCAP_C,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP46-4,22MANKS_TCAP_C,1481.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8816-S-H12-G,22MANKS_TCAP_C,1517.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15RLGDPOP23-3,22MANKS_TCAP_C,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
OK06114,22MANKS_TCAP_C,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8323_D5,22MANKS_TCAP_C,1047.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
EXPEDITION,22MANKS_TCAP_C,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
N16MD9051-A02-3,22MANKS_TCAP_C,1726.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15RLGDPOP26-5,22MANKS_TCAP_C,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1381.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1683.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
TX99U8618,22MANKS_TCAP_C,1562.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
N16MD9177-C09-16,22MANKS_TCAP_C,1627.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
TX07A001420,22MANKS_TCAP_C,1557.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15RLGDPOP37-1,22MANKS_TCAP_C,1637.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP13-4,22MANKS_TCAP_C,1187.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111616-1.6.10.3,22MANKS_TCAP_C,1636.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
OK04505,22MANKS_TCAP_C,1689.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
OK05511,22MANKS_TCAP_C,1057.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ALLIANCE,22MANKS_TCAP_C,1747.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
NUHORIZON,22MANKS_TCAP_C,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP15-3,22MANKS_TCAP_C,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8819-O-G01,22MANKS_TCAP_C,1227.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8551_E1,22MANKS_TCAP_C,1235.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP03-2,22MANKS_TCAP_C,1481.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
Joe,22MANKS_TCAP_C,1494.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP52-3,22MANKS_TCAP_C,1808.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP51-1,22MANKS_TCAP_C,1743.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP46-1,22MANKS_TCAP_C,1686.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP28-6,22MANKS_TCAP_C,1396.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15COGDPOP04-1,22MANKS_TCAP_C,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP12-16,22MANKS_TCAP_C,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U9004-B-A01-B,22MANKS_TCAP_C,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8551_D5,22MANKS_TCAP_C,1507.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8453_B5,22MANKS_TCAP_C,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
BOB_DOLE,22MANKS_TCAP_C,1797.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP42-1,22MANKS_TCAP_C,1498.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ROBIDOUX,22MANKS_TCAP_C,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111480-1.8.10.10,22MANKS_TCAP_C,1201.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP51-6,22MANKS_TCAP_C,1488.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
BOB_DOLE,22MANKS_TCAP_C,1194.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1194.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111482-1.8.2.1,22MANKS_TCAP_C,1530.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U9001-E-D12-D,22MANKS_TCAP_C,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KanMark,22MANKS_TCAP_C,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8816-V-F07-E,22MANKS_TCAP_C,1476.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP17-5,22MANKS_TCAP_C,1131.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP16-5,22MANKS_TCAP_C,1189.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ZENDA,22MANKS_TCAP_C,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8546_A2,22MANKS_TCAP_C,1069.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP28-1,22MANKS_TCAP_C,1209.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111482-1.8.2.2,22MANKS_TCAP_C,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP71-11,22MANKS_TCAP_C,1207.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
TX06A001386,22MANKS_TCAP_C,1564.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS061406LN~26,22MANKS_TCAP_C,1372.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8551_C6,22MANKS_TCAP_C,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
TX04M410211,22MANKS_TCAP_C,1166.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ARAPAHOE,22MANKS_TCAP_C,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
CENTURA,22MANKS_TCAP_C,1664.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16GD2POP12-11,22MANKS_TCAP_C,1403.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15RLGDPOP29-2,22MANKS_TCAP_C,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
Joe,22MANKS_TCAP_C,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS15COGDPOP69-3,22MANKS_TCAP_C,1302.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP51-4,22MANKS_TCAP_C,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111480-1.8.10.10,22MANKS_TCAP_C,1514.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS090387K-20,22MANKS_TCAP_C,1385.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP46-3,22MANKS_TCAP_C,1257.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
U8551_A10,22MANKS_TCAP_C,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16RLGDPOP46-5,22MANKS_TCAP_C,1411.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111616-1.6.8.3,22MANKS_TCAP_C,1637.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
ZENDA,22MANKS_TCAP_C,1404.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
X111616-1.6.2.1,22MANKS_TCAP_C,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
KS16COGDPOP74-2,22MANKS_TCAP_C,1531.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.637714285714285,16.397714285714283,3.814392857142857,1.4939642857142856,63.15475000000001,3.4128214285714287,14.880857142857144
