germplasmName,trial,trait_name,value
LCS Hulk,EWashingtonCereals_SWW_LND_2020,grain_yield,2910.0
LCS Shine,EWashingtonCereals_SWW_LND_2020,grain_yield,2790.0
Piranha CL+,EWashingtonCereals_SWW_LND_2020,grain_yield,3090.0
UI Sparrow,EWashingtonCereals_SWW_LND_2020,grain_yield,2690.0
Jameson,EWashingtonCereals_SWW_LND_2020,grain_yield,2540.0
Norwest Duet,EWashingtonCereals_SWW_LND_2020,grain_yield,2580.0
Jasper,EWashingtonCereals_SWW_LND_2020,grain_yield,1980.0
LCS Hulk,EWashingtonCereals_SWW_LND_2020,grain_yield,1940.0
Jameson,EWashingtonCereals_SWW_LND_2020,grain_yield,1690.0
Norwest Duet,EWashingtonCereals_SWW_LND_2020,grain_yield,1680.0
UI Sparrow,EWashingtonCereals_SWW_LND_2020,grain_yield,2380.0
Piranha CL+,EWashingtonCereals_SWW_LND_2020,grain_yield,2920.0
LCS Shine,EWashingtonCereals_SWW_LND_2020,grain_yield,2880.0
Devote,EWashingtonCereals_SWW_LND_2020,grain_yield,2440.0
Jameson,EWashingtonCereals_SWW_ANA_2019,grain_yield,3348.0
Jasper,EWashingtonCereals_SWW_ANA_2019,grain_yield,3284.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2019,grain_yield,3193.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2019,grain_yield,2976.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2019,grain_yield,3261.0
Jameson,EWashingtonCereals_SWW_ANA_2019,grain_yield,2957.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2019,grain_yield,3905.0
Devote,EWashingtonCereals_SWW_ANA_2019,grain_yield,3397.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2019,grain_yield,2871.0
Jasper,EWashingtonCereals_SWW_ANA_2019,grain_yield,3651.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2019,grain_yield,3139.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2019,grain_yield,3184.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2019,grain_yield,2994.0
Devote,EWashingtonCereals_SWW_ANA_2019,grain_yield,2935.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2019,grain_yield,2649.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2019,grain_yield,3116.0
Jasper,EWashingtonCereals_SWW_ANA_2019,grain_yield,3057.0
Jameson,EWashingtonCereals_SWW_ANA_2019,grain_yield,3452.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2019,grain_yield,2808.0
Devote,EWashingtonCereals_SWW_ANA_2019,grain_yield,3021.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2019,grain_yield,3066.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,7443.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2020,grain_yield,6192.0
LCS Shine,EWashingtonCereals_SWW_FAF_2020,grain_yield,6849.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,6777.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,7380.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2020,grain_yield,6391.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,6700.0
Jasper,EWashingtonCereals_SWW_FAF_2020,grain_yield,6468.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2020,grain_yield,6700.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2020,grain_yield,7575.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2020,grain_yield,7679.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,8010.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2020,grain_yield,7425.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2020,grain_yield,6423.0
LCS Shine,EWashingtonCereals_SWW_FAF_2020,grain_yield,6382.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2020,grain_yield,7557.0
LCS Shine,EWashingtonCereals_SWW_FAF_2020,grain_yield,7271.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2020,grain_yield,7099.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2020,grain_yield,7507.0
Jasper,EWashingtonCereals_SWW_FAF_2020,grain_yield,7661.0
Jasper,EWashingtonCereals_SWW_FAF_2020,grain_yield,6532.0
Jasper,EWashingtonCereals_SWW_LAM_2020,grain_yield,4785.0
Norwest Duet,EWashingtonCereals_SWW_LAM_2020,grain_yield,4695.0
Jasper,EWashingtonCereals_SWW_LAM_2020,grain_yield,4572.0
UI Sparrow,EWashingtonCereals_SWW_LAM_2020,grain_yield,4799.0
LCS Shine,EWashingtonCereals_SWW_LAM_2020,grain_yield,4649.0
LCS Hulk,EWashingtonCereals_SWW_LAM_2020,grain_yield,4227.0
Jameson,EWashingtonCereals_SWW_LAM_2020,grain_yield,3960.0
Devote,EWashingtonCereals_SWW_LAM_2020,grain_yield,4277.0
Piranha CL+,EWashingtonCereals_SWW_LAM_2020,grain_yield,5126.0
Devote,EWashingtonCereals_SWW_LAM_2020,grain_yield,4627.0
LCS Hulk,EWashingtonCereals_SWW_LAM_2020,grain_yield,4296.0
LCS Shine,EWashingtonCereals_SWW_LAM_2020,grain_yield,4863.0
Piranha CL+,EWashingtonCereals_SWW_LAM_2020,grain_yield,4595.0
UI Sparrow,EWashingtonCereals_SWW_LAM_2020,grain_yield,4368.0
Jameson,EWashingtonCereals_SWW_LAM_2020,grain_yield,4445.0
Norwest Duet,EWashingtonCereals_SWW_LAM_2020,grain_yield,4817.0
Jasper,EWashingtonCereals_SWW_LAM_2020,grain_yield,4477.0
LCS Hulk,EWashingtonCereals_SWW_LAM_2020,grain_yield,3942.0
Jameson,EWashingtonCereals_SWW_LAM_2020,grain_yield,4436.0
Norwest Duet,EWashingtonCereals_SWW_LAM_2020,grain_yield,4586.0
UI Sparrow,EWashingtonCereals_SWW_LAM_2020,grain_yield,4622.0
Piranha CL+,EWashingtonCereals_SWW_LAM_2020,grain_yield,5112.0
LCS Shine,EWashingtonCereals_SWW_LAM_2020,grain_yield,4341.0
Devote,EWashingtonCereals_SWW_LAM_2020,grain_yield,4305.0
Jasper,EWashingtonCereals_SWW_ANA_2017,grain_yield,3520.0
Devote,EWashingtonCereals_SWW_ANA_2017,grain_yield,3221.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2017,grain_yield,3357.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2017,grain_yield,3733.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2017,grain_yield,2554.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2017,grain_yield,3869.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2017,grain_yield,3044.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2017,grain_yield,3533.0
Devote,EWashingtonCereals_SWW_ANA_2017,grain_yield,3189.0
Jasper,EWashingtonCereals_SWW_ANA_2017,grain_yield,3797.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2017,grain_yield,3937.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2017,grain_yield,3248.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2017,grain_yield,3370.0
Devote,EWashingtonCereals_SWW_ANA_2017,grain_yield,3552.0
Jasper,EWashingtonCereals_SWW_ANA_2017,grain_yield,4073.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2018,grain_yield,3815.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2018,grain_yield,4100.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2018,grain_yield,3638.0
Jasper,EWashingtonCereals_SWW_DTN_2018,grain_yield,3928.0
LCS Shine,EWashingtonCereals_SWW_DTN_2018,grain_yield,4110.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2018,grain_yield,3289.0
Jasper,EWashingtonCereals_SWW_DTN_2018,grain_yield,3833.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2018,grain_yield,3706.0
LCS Shine,EWashingtonCereals_SWW_DTN_2018,grain_yield,3701.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2018,grain_yield,3488.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2018,grain_yield,3515.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2018,grain_yield,3924.0
Jasper,EWashingtonCereals_SWW_DTN_2018,grain_yield,4028.0
LCS Shine,EWashingtonCereals_SWW_DTN_2018,grain_yield,2917.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2018,grain_yield,3919.0
Jameson,EWashingtonCereals_SWW_CON_2018,grain_yield,4227.0
Jasper,EWashingtonCereals_SWW_CON_2018,grain_yield,4264.0
Devote,EWashingtonCereals_SWW_CON_2018,grain_yield,4323.0
Norwest Duet,EWashingtonCereals_SWW_CON_2018,grain_yield,4581.0
LCS Hulk,EWashingtonCereals_SWW_CON_2018,grain_yield,4309.0
LCS Shine,EWashingtonCereals_SWW_CON_2018,grain_yield,3706.0
UI Sparrow,EWashingtonCereals_SWW_CON_2018,grain_yield,3384.0
Norwest Duet,EWashingtonCereals_SWW_CON_2018,grain_yield,4305.0
Jasper,EWashingtonCereals_SWW_CON_2018,grain_yield,4413.0
Jameson,EWashingtonCereals_SWW_CON_2018,grain_yield,3765.0
Devote,EWashingtonCereals_SWW_CON_2018,grain_yield,3933.0
LCS Shine,EWashingtonCereals_SWW_CON_2018,grain_yield,3184.0
LCS Shine,EWashingtonCereals_SWW_CON_2018,grain_yield,4286.0
LCS Hulk,EWashingtonCereals_SWW_CON_2018,grain_yield,4459.0
Devote,EWashingtonCereals_SWW_CON_2018,grain_yield,3756.0
Jameson,EWashingtonCereals_SWW_CON_2018,grain_yield,3983.0
LCS Hulk,EWashingtonCereals_SWW_CON_2018,grain_yield,4441.0
Jasper,EWashingtonCereals_SWW_CON_2018,grain_yield,4844.0
Norwest Duet,EWashingtonCereals_SWW_CON_2018,grain_yield,4078.0
UI Sparrow,EWashingtonCereals_SWW_CON_2018,grain_yield,3289.0
UI Sparrow,EWashingtonCereals_SWW_CON_2018,grain_yield,2953.0
UI Sparrow,EWashingtonCereals_SWW_PUL_2017,grain_yield,3756.0
LCS Shine,EWashingtonCereals_SWW_PUL_2017,grain_yield,5121.0
Jasper,EWashingtonCereals_SWW_PUL_2017,grain_yield,4232.0
Norwest Duet,EWashingtonCereals_SWW_PUL_2017,grain_yield,4246.0
LCS Hulk,EWashingtonCereals_SWW_PUL_2017,grain_yield,4132.0
LCS Shine,EWashingtonCereals_SWW_PUL_2017,grain_yield,4468.0
UI Sparrow,EWashingtonCereals_SWW_PUL_2017,grain_yield,4010.0
Norwest Duet,EWashingtonCereals_SWW_PUL_2017,grain_yield,4577.0
LCS Hulk,EWashingtonCereals_SWW_PUL_2017,grain_yield,4073.0
UI Sparrow,EWashingtonCereals_SWW_PUL_2017,grain_yield,3688.0
Jasper,EWashingtonCereals_SWW_PUL_2017,grain_yield,4794.0
LCS Hulk,EWashingtonCereals_SWW_PUL_2017,grain_yield,4391.0
LCS Shine,EWashingtonCereals_SWW_PUL_2017,grain_yield,4613.0
Jasper,EWashingtonCereals_SWW_PUL_2017,grain_yield,4413.0
Norwest Duet,EWashingtonCereals_SWW_PUL_2017,grain_yield,4354.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,4577.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2019,grain_yield,4704.0
Jasper,EWashingtonCereals_SWW_FAF_2019,grain_yield,4454.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,4881.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2019,grain_yield,4277.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2019,grain_yield,4563.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2019,grain_yield,6201.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,5044.0
Jasper,EWashingtonCereals_SWW_FAF_2019,grain_yield,4872.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2019,grain_yield,5620.0
UI Sparrow,EWashingtonCereals_SWW_FAF_2019,grain_yield,5910.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2019,grain_yield,5883.0
LCS Hulk,EWashingtonCereals_SWW_FAF_2019,grain_yield,4128.0
Norwest Duet,EWashingtonCereals_SWW_FAF_2019,grain_yield,4286.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,5098.0
Jasper,EWashingtonCereals_SWW_FAF_2019,grain_yield,4763.0
Sockeye CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,5942.0
Piranha CL+,EWashingtonCereals_SWW_FAF_2019,grain_yield,6228.0
Jameson,EWashingtonCereals_SWW_LND_2018,grain_yield,3430.0
Jasper,EWashingtonCereals_SWW_LND_2018,grain_yield,3620.0
Devote,EWashingtonCereals_SWW_LND_2018,grain_yield,3960.0
Norwest Duet,EWashingtonCereals_SWW_LND_2018,grain_yield,4400.0
LCS Hulk,EWashingtonCereals_SWW_LND_2018,grain_yield,3670.0
LCS Shine,EWashingtonCereals_SWW_LND_2018,grain_yield,3160.0
UI Sparrow,EWashingtonCereals_SWW_LND_2018,grain_yield,3210.0
Norwest Duet,EWashingtonCereals_SWW_LND_2018,grain_yield,3580.0
Jasper,EWashingtonCereals_SWW_LND_2018,grain_yield,3720.0
Jameson,EWashingtonCereals_SWW_LND_2018,grain_yield,3870.0
Devote,EWashingtonCereals_SWW_LND_2018,grain_yield,4050.0
LCS Shine,EWashingtonCereals_SWW_LND_2018,grain_yield,2420.0
LCS Shine,EWashingtonCereals_SWW_LND_2018,grain_yield,3130.0
LCS Hulk,EWashingtonCereals_SWW_LND_2018,grain_yield,2810.0
Devote,EWashingtonCereals_SWW_LND_2018,grain_yield,4300.0
Jameson,EWashingtonCereals_SWW_LND_2018,grain_yield,3440.0
LCS Hulk,EWashingtonCereals_SWW_LND_2018,grain_yield,3450.0
Jasper,EWashingtonCereals_SWW_LND_2018,grain_yield,3880.0
Norwest Duet,EWashingtonCereals_SWW_LND_2018,grain_yield,3600.0
UI Sparrow,EWashingtonCereals_SWW_LND_2018,grain_yield,3870.0
UI Sparrow,EWashingtonCereals_SWW_LND_2018,grain_yield,3080.0
Jasper,EWashingtonCereals_SWW_ANA_2020,grain_yield,3225.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2020,grain_yield,2758.0
Jasper,EWashingtonCereals_SWW_ANA_2020,grain_yield,2753.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2020,grain_yield,3266.0
LCS Shine,EWashingtonCereals_SWW_ANA_2020,grain_yield,2708.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2020,grain_yield,3338.0
Jameson,EWashingtonCereals_SWW_ANA_2020,grain_yield,3202.0
Devote,EWashingtonCereals_SWW_ANA_2020,grain_yield,2486.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2020,grain_yield,2957.0
Devote,EWashingtonCereals_SWW_ANA_2020,grain_yield,2613.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2020,grain_yield,3470.0
LCS Shine,EWashingtonCereals_SWW_ANA_2020,grain_yield,3715.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2020,grain_yield,3624.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2020,grain_yield,2821.0
Jameson,EWashingtonCereals_SWW_ANA_2020,grain_yield,2835.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2020,grain_yield,3343.0
Jasper,EWashingtonCereals_SWW_ANA_2020,grain_yield,3030.0
LCS Hulk,EWashingtonCereals_SWW_ANA_2020,grain_yield,3529.0
Jameson,EWashingtonCereals_SWW_ANA_2020,grain_yield,3103.0
Norwest Duet,EWashingtonCereals_SWW_ANA_2020,grain_yield,2971.0
UI Sparrow,EWashingtonCereals_SWW_ANA_2020,grain_yield,3071.0
Piranha CL+,EWashingtonCereals_SWW_ANA_2020,grain_yield,3121.0
LCS Shine,EWashingtonCereals_SWW_ANA_2020,grain_yield,2926.0
Devote,EWashingtonCereals_SWW_ANA_2020,grain_yield,3388.0
UI Sparrow,EWashingtonCereals_SWW_STJ_2018,grain_yield,4241.0
LCS Hulk,EWashingtonCereals_SWW_STJ_2018,grain_yield,3602.0
LCS Shine,EWashingtonCereals_SWW_STJ_2018,grain_yield,4341.0
Jasper,EWashingtonCereals_SWW_STJ_2018,grain_yield,3656.0
UI Sparrow,EWashingtonCereals_SWW_STJ_2018,grain_yield,3670.0
Norwest Duet,EWashingtonCereals_SWW_STJ_2018,grain_yield,3896.0
LCS Hulk,EWashingtonCereals_SWW_STJ_2018,grain_yield,4608.0
Jasper,EWashingtonCereals_SWW_STJ_2018,grain_yield,5225.0
Norwest Duet,EWashingtonCereals_SWW_STJ_2018,grain_yield,4382.0
LCS Shine,EWashingtonCereals_SWW_STJ_2018,grain_yield,5044.0
UI Sparrow,EWashingtonCereals_SWW_STJ_2018,grain_yield,4531.0
LCS Shine,EWashingtonCereals_SWW_STJ_2018,grain_yield,3964.0
Jasper,EWashingtonCereals_SWW_STJ_2018,grain_yield,3828.0
Norwest Duet,EWashingtonCereals_SWW_STJ_2018,grain_yield,4432.0
LCS Hulk,EWashingtonCereals_SWW_STJ_2018,grain_yield,3928.0
UI Sparrow,EWashingtonCereals_SWW_DST_2018,grain_yield,3284.0
LCS Hulk,EWashingtonCereals_SWW_DST_2018,grain_yield,3602.0
LCS Shine,EWashingtonCereals_SWW_DST_2018,grain_yield,3592.0
Jasper,EWashingtonCereals_SWW_DST_2018,grain_yield,3602.0
UI Sparrow,EWashingtonCereals_SWW_DST_2018,grain_yield,3248.0
Norwest Duet,EWashingtonCereals_SWW_DST_2018,grain_yield,2749.0
LCS Hulk,EWashingtonCereals_SWW_DST_2018,grain_yield,2939.0
Jasper,EWashingtonCereals_SWW_DST_2018,grain_yield,3447.0
Norwest Duet,EWashingtonCereals_SWW_DST_2018,grain_yield,2790.0
LCS Shine,EWashingtonCereals_SWW_DST_2018,grain_yield,3221.0
UI Sparrow,EWashingtonCereals_SWW_DST_2018,grain_yield,3420.0
LCS Shine,EWashingtonCereals_SWW_DST_2018,grain_yield,3556.0
Jasper,EWashingtonCereals_SWW_DST_2018,grain_yield,3597.0
Norwest Duet,EWashingtonCereals_SWW_DST_2018,grain_yield,3588.0
LCS Hulk,EWashingtonCereals_SWW_DST_2018,grain_yield,3801.0
Sockeye CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,4926.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2020,grain_yield,4382.0
LCS Shine,EWashingtonCereals_SWW_DTN_2020,grain_yield,4849.0
Sockeye CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,5053.0
Sockeye CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,5112.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2020,grain_yield,4658.0
Piranha CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,4908.0
Jasper,EWashingtonCereals_SWW_DTN_2020,grain_yield,4622.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2020,grain_yield,4418.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2020,grain_yield,5157.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2020,grain_yield,4459.0
Piranha CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,4531.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2020,grain_yield,4908.0
LCS Hulk,EWashingtonCereals_SWW_DTN_2020,grain_yield,4699.0
LCS Shine,EWashingtonCereals_SWW_DTN_2020,grain_yield,4740.0
Piranha CL+,EWashingtonCereals_SWW_DTN_2020,grain_yield,5207.0
LCS Shine,EWashingtonCereals_SWW_DTN_2020,grain_yield,5062.0
Norwest Duet,EWashingtonCereals_SWW_DTN_2020,grain_yield,4921.0
UI Sparrow,EWashingtonCereals_SWW_DTN_2020,grain_yield,4577.0
Jasper,EWashingtonCereals_SWW_DTN_2020,grain_yield,5098.0
Jasper,EWashingtonCereals_SWW_DTN_2020,grain_yield,4990.0
LCS Hulk,EWashingtonCereals_SWW_WAL_2020,grain_yield,4554.0
UI Sparrow,EWashingtonCereals_SWW_WAL_2020,grain_yield,4686.0
Norwest Duet,EWashingtonCereals_SWW_WAL_2020,grain_yield,4386.0
Jasper,EWashingtonCereals_SWW_WAL_2020,grain_yield,1769.0
LCS Shine,EWashingtonCereals_SWW_WAL_2020,grain_yield,2245.0
UI Sparrow,EWashingtonCereals_SWW_WAL_2020,grain_yield,4885.0
LCS Hulk,EWashingtonCereals_SWW_WAL_2020,grain_yield,5039.0
Norwest Duet,EWashingtonCereals_SWW_WAL_2020,grain_yield,5175.0
Jasper,EWashingtonCereals_SWW_WAL_2020,grain_yield,5216.0
UI Sparrow,EWashingtonCereals_SWW_WAL_2020,grain_yield,5452.0
LCS Shine,EWashingtonCereals_SWW_WAL_2020,grain_yield,5547.0
LCS Hulk,EWashingtonCereals_SWW_WAL_2020,grain_yield,4441.0
Norwest Duet,EWashingtonCereals_SWW_WAL_2020,grain_yield,4677.0
LCS Shine,EWashingtonCereals_SWW_WAL_2020,grain_yield,5289.0
Jasper,EWashingtonCereals_SWW_WAL_2020,grain_yield,4454.0
UI Sparrow,EWashingtonCereals_SWW_MLK_2020,grain_yield,3198.0
Piranha CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3375.0
Norwest Duet,EWashingtonCereals_SWW_MLK_2020,grain_yield,3125.0
Sockeye CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3592.0
Jasper,EWashingtonCereals_SWW_MLK_2020,grain_yield,3030.0
LCS Hulk,EWashingtonCereals_SWW_MLK_2020,grain_yield,3429.0
Sockeye CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3057.0
Norwest Duet,EWashingtonCereals_SWW_MLK_2020,grain_yield,2685.0
Jasper,EWashingtonCereals_SWW_MLK_2020,grain_yield,2808.0
LCS Hulk,EWashingtonCereals_SWW_MLK_2020,grain_yield,2690.0
UI Sparrow,EWashingtonCereals_SWW_MLK_2020,grain_yield,2712.0
UI Sparrow,EWashingtonCereals_SWW_MLK_2020,grain_yield,3094.0
Norwest Duet,EWashingtonCereals_SWW_MLK_2020,grain_yield,2744.0
Sockeye CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3361.0
Jasper,EWashingtonCereals_SWW_MLK_2020,grain_yield,2753.0
LCS Hulk,EWashingtonCereals_SWW_MLK_2020,grain_yield,3416.0
Piranha CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3293.0
Piranha CL+,EWashingtonCereals_SWW_MLK_2020,grain_yield,3225.0
LCS Hulk,EWashingtonCereals_SWW_EUR_2018,grain_yield,5044.0
Norwest Duet,EWashingtonCereals_SWW_EUR_2018,grain_yield,5017.0
UI Sparrow,EWashingtonCereals_SWW_EUR_2018,grain_yield,4890.0
Jasper,EWashingtonCereals_SWW_EUR_2018,grain_yield,4781.0
LCS Shine,EWashingtonCereals_SWW_EUR_2018,grain_yield,4649.0
UI Sparrow,EWashingtonCereals_SWW_EUR_2018,grain_yield,4640.0
Jasper,EWashingtonCereals_SWW_EUR_2018,grain_yield,4990.0
LCS Hulk,EWashingtonCereals_SWW_EUR_2018,grain_yield,4872.0
LCS Shine,EWashingtonCereals_SWW_EUR_2018,grain_yield,4518.0
Norwest Duet,EWashingtonCereals_SWW_EUR_2018,grain_yield,4831.0
UI Sparrow,EWashingtonCereals_SWW_EUR_2018,grain_yield,4881.0
Norwest Duet,EWashingtonCereals_SWW_EUR_2018,grain_yield,5008.0
Jasper,EWashingtonCereals_SWW_EUR_2018,grain_yield,5175.0
LCS Shine,EWashingtonCereals_SWW_EUR_2018,grain_yield,5348.0
LCS Hulk,EWashingtonCereals_SWW_EUR_2018,grain_yield,4740.0
Sockeye CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,3506.0
Norwest Duet,EWashingtonCereals_SWW_MVW_2020,grain_yield,4223.0
LCS Shine,EWashingtonCereals_SWW_MVW_2020,grain_yield,4286.0
Sockeye CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,4268.0
Sockeye CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,2291.0
LCS Hulk,EWashingtonCereals_SWW_MVW_2020,grain_yield,4046.0
Piranha CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,3892.0
Jasper,EWashingtonCereals_SWW_MVW_2020,grain_yield,3996.0
UI Sparrow,EWashingtonCereals_SWW_MVW_2020,grain_yield,3429.0
LCS Hulk,EWashingtonCereals_SWW_MVW_2020,grain_yield,3175.0
UI Sparrow,EWashingtonCereals_SWW_MVW_2020,grain_yield,3143.0
Piranha CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,3447.0
Norwest Duet,EWashingtonCereals_SWW_MVW_2020,grain_yield,3679.0
LCS Hulk,EWashingtonCereals_SWW_MVW_2020,grain_yield,3688.0
LCS Shine,EWashingtonCereals_SWW_MVW_2020,grain_yield,4128.0
Piranha CL+,EWashingtonCereals_SWW_MVW_2020,grain_yield,3565.0
LCS Shine,EWashingtonCereals_SWW_MVW_2020,grain_yield,2880.0
Norwest Duet,EWashingtonCereals_SWW_MVW_2020,grain_yield,4132.0
UI Sparrow,EWashingtonCereals_SWW_MVW_2020,grain_yield,3565.0
Jasper,EWashingtonCereals_SWW_MVW_2020,grain_yield,2354.0
Jasper,EWashingtonCereals_SWW_MVW_2020,grain_yield,3538.0
WB-Arrowhead,EWashingtonCereals_H_W_WAL_2018,grain_yield,5185.0
WB-Arrowhead,EWashingtonCereals_H_W_WAL_2018,grain_yield,4536.0
WB-Arrowhead,EWashingtonCereals_H_W_WAL_2018,grain_yield,6895.0
Jasper,EWashingtonCereals_SWW_CRT_2020,grain_yield,3846.0
Norwest Duet,EWashingtonCereals_SWW_CRT_2020,grain_yield,2531.0
Jasper,EWashingtonCereals_SWW_CRT_2020,grain_yield,3973.0
UI Sparrow,EWashingtonCereals_SWW_CRT_2020,grain_yield,2481.0
LCS Shine,EWashingtonCereals_SWW_CRT_2020,grain_yield,4055.0
LCS Hulk,EWashingtonCereals_SWW_CRT_2020,grain_yield,3039.0
Jameson,EWashingtonCereals_SWW_CRT_2020,grain_yield,3851.0
Devote,EWashingtonCereals_SWW_CRT_2020,grain_yield,3393.0
Piranha CL+,EWashingtonCereals_SWW_CRT_2020,grain_yield,3465.0
Devote,EWashingtonCereals_SWW_CRT_2020,grain_yield,2341.0
LCS Hulk,EWashingtonCereals_SWW_CRT_2020,grain_yield,2227.0
LCS Shine,EWashingtonCereals_SWW_CRT_2020,grain_yield,3724.0
Piranha CL+,EWashingtonCereals_SWW_CRT_2020,grain_yield,3615.0
UI Sparrow,EWashingtonCereals_SWW_CRT_2020,grain_yield,3057.0
Jameson,EWashingtonCereals_SWW_CRT_2020,grain_yield,2640.0
Norwest Duet,EWashingtonCereals_SWW_CRT_2020,grain_yield,2844.0
Jasper,EWashingtonCereals_SWW_CRT_2020,grain_yield,3670.0
LCS Hulk,EWashingtonCereals_SWW_CRT_2020,grain_yield,3511.0
Jameson,EWashingtonCereals_SWW_CRT_2020,grain_yield,3556.0
Norwest Duet,EWashingtonCereals_SWW_CRT_2020,grain_yield,2168.0
UI Sparrow,EWashingtonCereals_SWW_CRT_2020,grain_yield,2449.0
Piranha CL+,EWashingtonCereals_SWW_CRT_2020,grain_yield,2762.0
LCS Shine,EWashingtonCereals_SWW_CRT_2020,grain_yield,3402.0
Devote,EWashingtonCereals_SWW_CRT_2020,grain_yield,3806.0
Jasper,EWashingtonCereals_SWW_BIK_2020,grain_yield,1424.0
Norwest Duet,EWashingtonCereals_SWW_BIK_2020,grain_yield,1846.0
Jasper,EWashingtonCereals_SWW_BIK_2020,grain_yield,1574.0
