germplasmName,studyName,value
Piranha CL+,EWashingtonCereals_SWW_DTN_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_DTN_2022,5212.090129426083
Jasper,EWashingtonCereals_SWW_MVW_2015,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_CLT_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_SWW_CLT_2021,5691.14090561883
LCS Hulk,EWashingtonCereals_SWW_CLT_2021,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_CLT_2021,5620.3799279125815
Jasper,EWashingtonCereals_SWW_CLT_2021,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CLT_2021,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_MLK_2021,5620.3799279125815
Jasper,EWashingtonCereals_SWW_MLK_2021,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_MLK_2021,5417.117261538472
LCS Hulk,EWashingtonCereals_SWW_MLK_2021,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_MLK_2021,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_MLK_2021,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_DST_2022,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_DST_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_DST_2022,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_DST_2022,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_DST_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_DST_2022,5212.090129426083
Sockeye CL+,EWashingtonCereals_SWW_ANA_2022,5691.14090561883
WA 8364,EWashingtonCereals_SWW_ANA_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_ANA_2022,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_ANA_2022,5375.240543926388
Devote,EWashingtonCereals_SWW_ANA_2022,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_ANA_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_ANA_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_ANA_2022,5212.090129426083
Rollie,EWashingtonCereals_SWW_ANA_2022,3715.4541890271453
Jasper,EWashingtonCereals_SWW_CRT_2014,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_PUL_2022,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_PUL_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_PUL_2022,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_PUL_2022,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_PUL_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_PUL_2022,5212.090129426083
Sockeye CL+,EWashingtonCereals_SWW_CRT_2022,5691.14090561883
WA 8364,EWashingtonCereals_SWW_CRT_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_CRT_2022,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_CRT_2022,5375.240543926388
Devote,EWashingtonCereals_SWW_CRT_2022,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_CRT_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_CRT_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_CRT_2022,5212.090129426083
Rollie,EWashingtonCereals_SWW_CRT_2022,3715.4541890271453
Sockeye CL+,EWashingtonCereals_SWW_RER_2022,5691.14090561883
WA 8364,EWashingtonCereals_SWW_RER_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_RER_2022,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_RER_2022,5375.240543926388
Devote,EWashingtonCereals_SWW_RER_2022,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_RER_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_RER_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_RER_2022,5212.090129426083
Rollie,EWashingtonCereals_SWW_RER_2022,3715.4541890271453
Jasper,EWashingtonCereals_SWW_CON_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_CON_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_CON_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_CON_2017,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_MVW_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_SWW_MVW_2021,5691.14090561883
LCS Hulk,EWashingtonCereals_SWW_MVW_2021,5605.550490301441
Jasper,EWashingtonCereals_SWW_MVW_2021,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_MVW_2021,5375.240543926388
LCS Shine,EWashingtonCereals_WWCL_WAL_2022,5620.3799279125815
Sockeye CL+,EWashingtonCereals_WWCL_WAL_2022,5691.14090561883
Piranha CL+,EWashingtonCereals_WWCL_WAL_2022,5417.117261538472
LCS Shine,EWashingtonCereals_SWW_WAL_2021,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_WAL_2021,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_WAL_2021,5605.550490301441
Jasper,EWashingtonCereals_SWW_WAL_2021,5299.886351411607
Sockeye CL+,EWashingtonCereals_SWW_ALM_2022,5691.14090561883
WA 8364,EWashingtonCereals_SWW_ALM_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_ALM_2022,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_ALM_2022,5375.240543926388
Devote,EWashingtonCereals_SWW_ALM_2022,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_ALM_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_ALM_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_ALM_2022,5212.090129426083
Rollie,EWashingtonCereals_SWW_ALM_2022,3715.4541890271453
Piranha CL+,EWashingtonCereals_SWW_DST_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_SWW_DST_2021,5691.14090561883
LCS Hulk,EWashingtonCereals_SWW_DST_2021,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_DST_2021,5620.3799279125815
Jasper,EWashingtonCereals_SWW_DST_2021,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_DST_2021,5375.240543926388
Sockeye CL+,EWashingtonCereals_SWW_HH_2022,5691.14090561883
Devote,EWashingtonCereals_SWW_HH_2022,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_HH_2022,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_HH_2022,5620.3799279125815
WA 8345 AX,EWashingtonCereals_SWW_HH_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_HH_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_HH_2022,5417.117261538472
Windust,EWashingtonCereals_SWW_HH_2022,3474.863335666499
Rollie,EWashingtonCereals_SWW_HH_2022,3715.4541890271453
WA 8364,EWashingtonCereals_SWW_HH_2022,4440.113443957951
Piranha CL+,EWashingtonCereals_WWCL_WAL_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_WWCL_WAL_2021,5691.14090561883
LCS Shine,EWashingtonCereals_SWW_PSC_2021,5620.3799279125815
Jasper,EWashingtonCereals_SWW_PSC_2021,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_PSC_2021,5417.117261538472
LCS Hulk,EWashingtonCereals_SWW_PSC_2021,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_PSC_2021,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_PSC_2021,5375.240543926388
Piranha CL+,EWashingtonCereals_WWCL_EUR_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_WWCL_EUR_2021,5691.14090561883
LCS Shine,EWashingtonCereals_SWW_MVW_2022,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_MVW_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_MVW_2022,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_MVW_2022,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_MVW_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_MVW_2022,5212.090129426083
WA 8345 AX,EWashingtonCereals_SWW_MLK_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_MLK_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_MLK_2022,5691.14090561883
LCS Shine,EWashingtonCereals_SWW_MLK_2022,5620.3799279125815
Sockeye CL+,EWashingtonCereals_SWW_MAT_2022,5691.14090561883
WA 8345 AX,EWashingtonCereals_SWW_MAT_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_MAT_2022,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_MAT_2022,5620.3799279125815
Piranha CL+,EWashingtonCereals_SWW_FAR_2021,5417.117261538472
Sockeye CL+,EWashingtonCereals_SWW_FAR_2021,5691.14090561883
LCS Hulk,EWashingtonCereals_SWW_FAR_2021,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_FAR_2021,5620.3799279125815
Jasper,EWashingtonCereals_SWW_FAR_2021,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_FAR_2021,5375.240543926388
Sockeye CL+,EWashingtonCereals_SWW_LND_2022,5691.14090561883
Devote,EWashingtonCereals_SWW_LND_2022,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_LND_2022,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_LND_2022,5620.3799279125815
WA 8345 AX,EWashingtonCereals_SWW_LND_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_LND_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_LND_2022,5417.117261538472
Windust,EWashingtonCereals_SWW_LND_2022,3474.863335666499
Rollie,EWashingtonCereals_SWW_LND_2022,3715.4541890271453
WA 8364,EWashingtonCereals_SWW_LND_2022,4440.113443957951
Sockeye CL+,EWashingtonCereals_SWW_HAR_2022,5691.14090561883
Devote,EWashingtonCereals_SWW_HAR_2022,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_HAR_2022,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_HAR_2022,5620.3799279125815
WA 8345 AX,EWashingtonCereals_SWW_HAR_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_HAR_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_HAR_2022,5417.117261538472
Windust,EWashingtonCereals_SWW_HAR_2022,3474.863335666499
Rollie,EWashingtonCereals_SWW_HAR_2022,3715.4541890271453
WA 8364,EWashingtonCereals_SWW_HAR_2022,4440.113443957951
Sockeye CL+,EWashingtonCereals_SWW_LAM_2022,5691.14090561883
WA 8364,EWashingtonCereals_SWW_LAM_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_LAM_2022,5620.3799279125815
Norwest Duet,EWashingtonCereals_SWW_LAM_2022,5375.240543926388
Devote,EWashingtonCereals_SWW_LAM_2022,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_LAM_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_LAM_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_LAM_2022,5212.090129426083
Rollie,EWashingtonCereals_SWW_LAM_2022,3715.4541890271453
Sockeye CL+,EWashingtonCereals_SWW_CON_2022,5691.14090561883
Devote,EWashingtonCereals_SWW_CON_2022,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_CON_2022,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_CON_2022,5620.3799279125815
WA 8345 AX,EWashingtonCereals_SWW_CON_2022,5212.090129426083
LCS Hulk,EWashingtonCereals_SWW_CON_2022,5605.550490301441
Piranha CL+,EWashingtonCereals_SWW_CON_2022,5417.117261538472
Windust,EWashingtonCereals_SWW_CON_2022,3474.863335666499
Rollie,EWashingtonCereals_SWW_CON_2022,3715.4541890271453
WA 8364,EWashingtonCereals_SWW_CON_2022,4440.113443957951
LCS Shine,EWashingtonCereals_SWW_FAR_2022,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_FAR_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_FAR_2022,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_FAR_2022,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_FAR_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_FAR_2022,5212.090129426083
LCS Shine,EWashingtonCereals_SWW_FAF_2022,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_FAF_2022,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_FAF_2022,5691.14090561883
Norwest Duet,EWashingtonCereals_SWW_FAF_2022,5375.240543926388
Piranha CL+,EWashingtonCereals_SWW_FAF_2022,5417.117261538472
WA 8345 AX,EWashingtonCereals_SWW_FAF_2022,5212.090129426083
LCS Shine,EWashingtonCereals_SWW_EUR_2017,5620.3799279125815
Devote,EWashingtonCereals_SWW_EUR_2017,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_EUR_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_EUR_2017,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_EUR_2017,5605.550490301441
Jasper,EWashingtonCereals_SWW_CRT_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_CRT_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_CRT_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_CRT_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_STA_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_STA_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_STA_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_STA_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_ALM_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_ALM_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_ALM_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_ALM_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_ALM_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_STA_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_ALM_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_ALM_2015,5375.240543926388
Jasper,EWashingtonCereals_SWW_RIT_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_RIT_2015,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_CLT_2017,5620.3799279125815
Jasper,EWashingtonCereals_SWW_CLT_2017,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CLT_2017,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CLT_2017,5605.550490301441
Jasper,EWashingtonCereals_SWW_FAR_2015,5299.886351411607
Jasper,EWashingtonCereals_SWW_CON_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CON_2015,5375.240543926388
Jasper,EWashingtonCereals_SWW_MLK_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_HH_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_HH_2016,5605.550490301441
Jasper,EWashingtonCereals_SWW_CRT_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CRT_2015,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_FAF_2018,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_FAF_2018,5620.3799279125815
Jasper,EWashingtonCereals_SWW_FAF_2018,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_FAF_2018,5375.240543926388
Jameson,EWashingtonCereals_SWW_CRT_2018,3871.5973580297004
Jasper,EWashingtonCereals_SWW_CRT_2018,5299.886351411607
Devote,EWashingtonCereals_SWW_CRT_2018,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_CRT_2018,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CRT_2018,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_CRT_2018,5620.3799279125815
LCS Shine,EWashingtonCereals_SWW_STJ_2017,5620.3799279125815
Jasper,EWashingtonCereals_SWW_STJ_2017,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_STJ_2017,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_STJ_2017,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_PSC_2017,5620.3799279125815
Jasper,EWashingtonCereals_SWW_PSC_2017,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_PSC_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_PSC_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_CON_2013,5299.886351411607
Jameson,EWashingtonCereals_SWW_ALM_2018,3871.5973580297004
Jasper,EWashingtonCereals_SWW_ALM_2018,5299.886351411607
Devote,EWashingtonCereals_SWW_ALM_2018,3851.7877574286294
Norwest Duet,EWashingtonCereals_SWW_ALM_2018,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_ALM_2018,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_ALM_2018,5620.3799279125815
Jasper,EWashingtonCereals_SWW_HAR_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_HAR_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_HAR_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_HAR_2017,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_FAR_2018,5605.550490301441
LCS Shine,EWashingtonCereals_SWW_FAR_2018,5620.3799279125815
Jasper,EWashingtonCereals_SWW_FAR_2018,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_FAR_2018,5375.240543926388
Jasper,EWashingtonCereals_SWW_DST_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_DST_2015,5375.240543926388
Jasper,EWashingtonCereals_SWW_RER_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_RER_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_RER_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_RER_2017,5375.240543926388
Norwest Duet,EWashingtonCereals_SWW_MLK_2018,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_MLK_2018,5605.550490301441
Jasper,EWashingtonCereals_SWW_MLK_2018,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_MLK_2018,5620.3799279125815
Jasper,EWashingtonCereals_SWW_STJ_2015,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_FAF_2017,5620.3799279125815
Jasper,EWashingtonCereals_SWW_FAF_2017,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_FAF_2017,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_FAF_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_DTN_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_DTN_2017,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_DTN_2017,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_DTN_2017,5605.550490301441
Jasper,EWashingtonCereals_SWW_RIT_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_RIT_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_RIT_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_RIT_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_CLT_2015,5299.886351411607
Jasper,EWashingtonCereals_SWW_DST_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_DST_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_DST_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_DST_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_LND_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_LND_2015,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_MLK_2017,5620.3799279125815
Jasper,EWashingtonCereals_SWW_MLK_2017,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_MLK_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_MLK_2017,5375.240543926388
Norwest Duet,EWashingtonCereals_SWW_PSC_2018,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_PSC_2018,5605.550490301441
Jasper,EWashingtonCereals_SWW_PSC_2018,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_PSC_2018,5620.3799279125815
Jasper,EWashingtonCereals_SWW_LND_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_LND_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_LND_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_LND_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_BIK_2017,5299.886351411607
Jasper,EWashingtonCereals_SWW_CON_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_BIK_2018,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_BIK_2018,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_BIK_2018,5605.550490301441
Jasper,EWashingtonCereals_SWW_HH_2017,5299.886351411607
Devote,EWashingtonCereals_SWW_HH_2017,3851.7877574286294
LCS Hulk,EWashingtonCereals_SWW_HH_2017,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_HH_2017,5375.240543926388
Norwest Duet,EWashingtonCereals_SWW_WAL_2017,5375.240543926388
Jasper,EWashingtonCereals_SWW_WAL_2017,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_WAL_2017,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_WAL_2017,5605.550490301441
Jasper,EWashingtonCereals_SWW_WAL_2015,5299.886351411607
Jasper,EWashingtonCereals_SWW_CRT_2013,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_FAF_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_FAF_2016,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_LAM_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_LAM_2016,5605.550490301441
Jasper,EWashingtonCereals_SWW_RER_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_STJ_2014,5299.886351411607
Piranha CL+,EWashingtonCereals_WWCL_WAL_2020,5417.117261538472
Sockeye CL+,EWashingtonCereals_WWCL_WAL_2020,5691.14090561883
Jasper,EWashingtonCereals_SWW_ALM_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_RIT_2013,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_LND_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_LND_2016,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_CLT_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CLT_2016,5605.550490301441
Jasper,EWashingtonCereals_SWW_STA_2020,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_STA_2020,5375.240543926388
LCS Shine,EWashingtonCereals_SWW_STA_2020,5620.3799279125815
LCS Hulk,EWashingtonCereals_SWW_STA_2020,5605.550490301441
Jameson,EWashingtonCereals_SWW_STA_2020,3871.5973580297004
Devote,EWashingtonCereals_SWW_STA_2020,3851.7877574286294
Piranha CL+,EWashingtonCereals_SWW_STA_2020,5417.117261538472
Jasper,EWashingtonCereals_SWW_ANA_2014,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_EUR_2020,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_EUR_2020,5375.240543926388
Jasper,EWashingtonCereals_SWW_EUR_2020,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_EUR_2020,5620.3799279125815
Piranha CL+,EWashingtonCereals_WWCL_WAL_2019,5417.117261538472
Sockeye CL+,EWashingtonCereals_WWCL_WAL_2019,5691.14090561883
Jasper,EWashingtonCereals_SWW_LAM_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_DST_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_HAR_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_RIT_2014,5299.886351411607
Sockeye CL+,EWashingtonCereals_SWW_PSC_2019,5691.14090561883
Jasper,EWashingtonCereals_SWW_PSC_2019,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_PSC_2019,5417.117261538472
Norwest Duet,EWashingtonCereals_SWW_PSC_2019,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_PSC_2019,5605.550490301441
Jasper,EWashingtonCereals_SWW_HH_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_ANA_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_LAM_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_LAM_2015,5375.240543926388
Sockeye CL+,EWashingtonCereals_SWW_CLT_2019,5691.14090561883
Jasper,EWashingtonCereals_SWW_CLT_2019,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_CLT_2019,5417.117261538472
Norwest Duet,EWashingtonCereals_SWW_CLT_2019,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CLT_2019,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_ANA_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_ANA_2016,5605.550490301441
Jasper,EWashingtonCereals_SWW_DTN_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_LND_2013,5299.886351411607
Jasper,EWashingtonCereals_SWW_PUL_2015,5299.886351411607
Jasper,EWashingtonCereals_SWW_MVW_2014,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_DTN_2019,5620.3799279125815
Jasper,EWashingtonCereals_SWW_DTN_2019,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_DTN_2019,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_DTN_2019,5375.240543926388
Jasper,EWashingtonCereals_SWW_FAF_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_DTN_2015,5299.886351411607
LCS Shine,EWashingtonCereals_SWW_WAL_2019,5620.3799279125815
Jasper,EWashingtonCereals_SWW_WAL_2019,5299.886351411607
LCS Hulk,EWashingtonCereals_SWW_WAL_2019,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_WAL_2019,5375.240543926388
Norwest Duet,EWashingtonCereals_SWW_HAR_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_HAR_2016,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_ALM_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_ALM_2016,5605.550490301441
Jasper,EWashingtonCereals_SWW_WAL_2014,5299.886351411607
Jasper,EWashingtonCereals_SWW_RER_2015,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CON_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CON_2016,5605.550490301441
Norwest Duet,EWashingtonCereals_SWW_CRT_2016,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CRT_2016,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_MLK_2019,5691.14090561883
Jasper,EWashingtonCereals_SWW_MLK_2019,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_MLK_2019,5417.117261538472
Norwest Duet,EWashingtonCereals_SWW_MLK_2019,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_MLK_2019,5605.550490301441
Sockeye CL+,EWashingtonCereals_SWW_FAR_2019,5691.14090561883
Jasper,EWashingtonCereals_SWW_FAR_2019,5299.886351411607
Piranha CL+,EWashingtonCereals_SWW_FAR_2019,5417.117261538472
Norwest Duet,EWashingtonCereals_SWW_FAR_2019,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_FAR_2019,5605.550490301441
Jameson,EWashingtonCereals_SWW_CON_2019,3871.5973580297004
LCS Shine,EWashingtonCereals_SWW_CON_2019,5620.3799279125815
Jasper,EWashingtonCereals_SWW_CON_2019,5299.886351411607
Norwest Duet,EWashingtonCereals_SWW_CON_2019,5375.240543926388
LCS Hulk,EWashingtonCereals_SWW_CON_2019,5605.550490301441
