germplasmName,studyName,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
CENTURA,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15RLGDPOP27S-2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
TX01V5134RC-3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16RLGDPOP46-2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16RLGDPOP43-2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15COGDPOP20-3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
PW_1_27_4_A08,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16RLGDPOP13-3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS090387K-20,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
BOB_DOLE,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9277-C_A1,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP16-4,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
OK05723W,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP52-4,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16RLGDPOP46-4,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP42-6,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
Joe,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
ALICE,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16GD2POP03-2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16GD2POP12-13,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
TAM304,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KanMark,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8202-A-10-7,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9319-C_E5,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8816-V-D10-G,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
TX06A001386,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP73-1,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15RLGDPOP29-4,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8816-S-H12-G,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9160-C_E3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9362-C_C3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8551_A2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
ZENDA,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9237-E_D4,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16GD2POP28-3,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8551_A10,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP72-6,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS16COGDPOP52-2,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15RLGDPOP49-1,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15COGDPOP69-5,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U9108-F_E9,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
Joe,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
KS15COGDPOP69-1,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
U8551_E1,TCAP_2023_HAYKS,10.758007117437725,17.97099644128114,4.529537366548043,1.3782562277580073,60.22113879003558,3.517758007117438,15.818896797153023
DYNA-GRO_SHIRLEY,StateWheat_2023_WARVA,,,,,,,
VA18HRW-57,StateWheat_2023_WARVA,,,,,,,
Phoenix 29,StateWheat_2023_WARVA,,,,,,,
VA18HRW-96,StateWheat_2023_WARVA,,,,,,,
VA18HRW-58,StateWheat_2023_WARVA,,,,,,,
VIKING822,StateWheat_2023_WARVA,,,,,,,
AgriMAXX503,StateWheat_2023_WARVA,,,,,,,
Phoenix 29,StateWheat_2023_WARVA,,,,,,,
VA18HRW-96,StateWheat_2023_WARVA,,,,,,,
VIKING822,StateWheat_2023_WARVA,,,,,,,
VA18HRW-58,StateWheat_2023_WARVA,,,,,,,
VA18HRW-57,StateWheat_2023_WARVA,,,,,,,
DYNA-GRO_SHIRLEY,StateWheat_2023_WARVA,,,,,,,
AgriMAXX503,StateWheat_2023_WARVA,,,,,,,
DYNA-GRO_SHIRLEY,StateWheat_2023_WARVA,,,,,,,
VIKING822,StateWheat_2023_WARVA,,,,,,,
VA18HRW-96,StateWheat_2023_WARVA,,,,,,,
VA18HRW-58,StateWheat_2023_WARVA,,,,,,,
AgriMAXX503,StateWheat_2023_WARVA,,,,,,,
Phoenix 29,StateWheat_2023_WARVA,,,,,,,
VA18HRW-57,StateWheat_2023_WARVA,,,,,,,
VA18HRW-96,StateWheat_2023_WARVA,,,,,,,
Phoenix 29,StateWheat_2023_WARVA,,,,,,,
VIKING822,StateWheat_2023_WARVA,,,,,,,
VA18HRW-57,StateWheat_2023_WARVA,,,,,,,
VA18HRW-58,StateWheat_2023_WARVA,,,,,,,
AgriMAXX503,StateWheat_2023_WARVA,,,,,,,
DYNA-GRO_SHIRLEY,StateWheat_2023_WARVA,,,,,,,
TX99U8618,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9315-O_B7,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
SPARTAN,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
Joe,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP46-5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
THUNDERBOLT,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
CULVER,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8439/U8554/U8440_E1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP16-5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8551_A10,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8453_C10,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP46-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP19-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP45-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
BOB_DOLE,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP52-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9305-D_D3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP72-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
GOODSTREAK,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8502/U8316/U8383_D2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8595-D-3-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
ZENDA,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP61-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP42-6,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP19-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8314-E.T3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8375-B-H4-T15,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
Joe,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8551_C6,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9367-C_E6,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
JAGALENE,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP37-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP13-6,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9232-B_D2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
PW_2_22_2_E11,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KanMark,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
X111616-1.6.10.3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS090387K-20,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP17-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP60-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP16-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP59-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9289-A_B7,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
PW_1_27_4_A08,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP19-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9408-A_C2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS061406LN~26,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP61-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KanMark,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP43-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9232-G_B8,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
NE10589,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP46-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP69-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP46-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP18-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9015-E-F06-A,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
BOB_DOLE,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8816-V-F07-E,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9314-F_C10,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9134-C_E10,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8492-J.T1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9160-C_E3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8202-A-10-7,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP52-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
X111616-1.6.10.4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
ZENDA,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9248-D_A4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP71-11,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP29-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9307-F_B7,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9317-L_D5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9006-M-D01-H2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16RLGDPOP45-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9305-D_A3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9408-G_B6,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9277-C_A1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8439/U8554/U8440_E1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8323_D5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP12-11,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
X111480-1.8.10.10,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP09-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS090387K-20,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9358-D_E7,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP42-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
TX07A001420,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8551_E1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP69-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KanMark,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP52-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP29-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
N16MD9051-A02-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
X111616-1.6.10.3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP09-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
OK11D25056,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP52-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP02-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS090387K-20,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9293-A_C5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U9319-C_E5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
X111480-1.8.10.5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
ZENDA,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
ALICE,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP29-3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP29-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15COGDPOP08-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP06-1,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS15RLGDPOP26-5,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16GD2POP15-2,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
KS16COGDPOP16-4,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
U8314-M-H11-T3,TCAP_2023_HUTKS,11.531459074733096,18.528398576512455,5.421209964412811,1.805053380782918,65.78540925266904,3.5062633451957295,15.135231316725978
