trial,total_accessions,genotyped,missing,pct_genotyped,pct_missing
EWashingtonCereals_SWW_FAR_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAR_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_HAR_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_HAR_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_HAR_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_HAR_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_LND_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_LND_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_LND_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_PSC_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MVW_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_MVW_2021,5,0,5,0.0,100.0
EWashingtonCereals_SWW_MVW_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MVW_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_OTH_2023,3,0,3,0.0,100.0
EWashingtonCereals_SWW_OTH_2023_seed_rate,1,0,1,0.0,100.0
EWashingtonCereals_SWW_PSC_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_PSC_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_PSC_2018,4,0,4,0.0,100.0
EWashingtonCereals_SWW_PSC_2021,7,0,7,0.0,100.0
EWashingtonCereals_SWW_MVW_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_PUL_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_PUL_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_PUL_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_PUL_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_PUL_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_PUL_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_PUL_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_PUL_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_PUL_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MVW_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MVW_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_LND_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_MLK_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_LND_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LND_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LND_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_LND_2022,10,0,10,0.0,100.0
EWashingtonCereals_SWW_LND_2023,9,0,9,0.0,100.0
EWashingtonCereals_SWW_MAT_2022,4,0,4,0.0,100.0
EWashingtonCereals_SWW_MLK_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_MLK_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_MLK_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_MLK_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_MVW_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_MLK_2018,4,0,4,0.0,100.0
EWashingtonCereals_SWW_MLK_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MLK_2020,6,0,6,0.0,100.0
EWashingtonCereals_SWW_MLK_2021,7,0,7,0.0,100.0
EWashingtonCereals_SWW_MLK_2022,4,0,4,0.0,100.0
EWashingtonCereals_SWW_MLK_2023,3,0,3,0.0,100.0
EWashingtonCereals_SWW_MLK_2023_seed_rate,1,0,1,0.0,100.0
EWashingtonCereals_SWW_MVW_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_MVW_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_FAF_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_FAF_2014,2,0,2,0.0,100.0
NDK-WHEAT-2013-CARRINGTON,6,0,6,0.0,100.0
EWashingtonCereals_SWW_FAF_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_ANA_2021,7,0,7,0.0,100.0
EWashingtonCereals_SWW_ANA_2022,9,0,9,0.0,100.0
EWashingtonCereals_SWW_ANA_2023,8,0,8,0.0,100.0
EWashingtonCereals_SWW_BIK_2017,1,0,1,0.0,100.0
EWashingtonCereals_SWW_BIK_2018,4,0,4,0.0,100.0
EWashingtonCereals_SWW_BIK_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_BIK_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CLT_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_CLT_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CLT_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CLT_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_CLT_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_CLT_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_CLT_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_CLT_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_CLT_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_CLT_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_CLT_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_CON_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CON_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CON_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_ANA_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_ANA_2019,7,0,7,0.0,100.0
EWashingtonCereals_SWW_ANA_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_ALM_2015,3,0,3,0.0,100.0
EWashingtonCereals_H_W_WAL_2015,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2016,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2017,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2018,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2020,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2021,1,0,1,0.0,100.0
EWashingtonCereals_H_W_WAL_2022,1,0,1,0.0,100.0
EWashingtonCereals_SWW_ALM_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_ALM_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_ALM_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_ANA_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_ALM_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_ALM_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_ALM_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_ALM_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_ALM_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_ALM_2022,9,0,9,0.0,100.0
EWashingtonCereals_SWW_ANA_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_ANA_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_ANA_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_CON_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_CON_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_CON_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_DTN_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_DTN_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_DTN_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_DTN_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_DTN_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_DTN_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DTN_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DTN_2019,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DTN_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_DTN_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_DTN_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DST_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_DUG_2023,9,0,9,0.0,100.0
EWashingtonCereals_SWW_EUR_2017,6,0,6,0.0,100.0
EWashingtonCereals_SWW_EUR_2017_blends,5,0,5,0.0,100.0
EWashingtonCereals_SWW_EUR_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_EUR_2019,5,0,5,0.0,100.0
EWashingtonCereals_SWW_EUR_2020,5,0,5,0.0,100.0
EWashingtonCereals_SWW_EUR_2021,4,0,4,0.0,100.0
EWashingtonCereals_SWW_EUR_2022,7,0,7,0.0,100.0
EWashingtonCereals_SWW_EUR_2023,10,0,10,0.0,100.0
EWashingtonCereals_SWW_DST_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DST_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_CON_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CRT_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CON_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CON_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CON_2022,10,0,10,0.0,100.0
EWashingtonCereals_SWW_CRT_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CRT_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_CRT_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_CRT_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_CRT_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_CRT_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_CRT_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_DST_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_CRT_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_CRT_2022,9,0,9,0.0,100.0
EWashingtonCereals_SWW_CRT_2023,8,0,8,0.0,100.0
EWashingtonCereals_SWW_DST_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_DST_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_DST_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_DST_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DST_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_DST_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_PUL_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_PUL_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_RER_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_RER_2014,2,0,2,0.0,100.0
MasonDixon_2022_BLAVA,1,0,1,0.0,100.0
MasonDixon_2022_WARVA,1,0,1,0.0,100.0
MasonDixon_2023_BLAVA,1,0,1,0.0,100.0
MasonDixon_2023_WARVA,1,0,1,0.0,100.0
NDK-WHEAT-2005-CARRINGTON,5,0,5,0.0,100.0
NDK-WHEAT-2005-DICKINSON,4,0,4,0.0,100.0
NDK-WHEAT-2005-HETTINGER,4,0,4,0.0,100.0
NDK-WHEAT-2005-LANGDON,4,0,4,0.0,100.0
NDK-WHEAT-2005-LISBON,4,0,4,0.0,100.0
NDK-WHEAT-2005-MINOT,4,0,4,0.0,100.0
NDK-WHEAT-2005-PROSPER,4,0,4,0.0,100.0
NDK-WHEAT-2005-WILLISTON,4,0,4,0.0,100.0
NDK-WHEAT-2006-CARRINGTON,5,0,5,0.0,100.0
NDK-WHEAT-2006-HETTINGER,5,0,5,0.0,100.0
NDK-WHEAT-2006-LANGDON,5,0,5,0.0,100.0
NDK-WHEAT-2006-LISBON,5,0,5,0.0,100.0
NDK-WHEAT-2006-MANDAN,5,0,5,0.0,100.0
NDK-WHEAT-2006-MINOT,5,0,5,0.0,100.0
NDK-WHEAT-2006-PROSPER,5,0,5,0.0,100.0
NDK-WHEAT-2006-WILLISTON,5,0,5,0.0,100.0
NDK-WHEAT-2007-CARRINGTON,5,0,5,0.0,100.0
MSU_Neo_23,7,0,7,0.0,100.0
MSU_Neo_22,5,0,5,0.0,100.0
MDX_2017_Schochoh,1,0,1,0.0,100.0
HWWpanel_2013_FortCollins_Dry,46,0,46,0.0,100.0
HWWFHBN_2014_Manhattan,4,0,4,0.0,100.0
HWWpanel_2012_Bushland,46,0,46,0.0,100.0
HWWpanel_2012_Greeley_Dry,46,0,46,0.0,100.0
HWWpanel_2012_Greeley_Irr,46,0,46,0.0,100.0
HWWpanel_2012_Manhattan_Dry,47,0,47,0.0,100.0
HWWpanel_2012_Manhattan_Irr,47,0,47,0.0,100.0
HWWpanel_2012_Mead,46,0,46,0.0,100.0
HWWpanel_2012_Tipton,46,0,46,0.0,100.0
HWWpanel_2013_Ardmore,46,0,46,0.0,100.0
HWWpanel_2013_FortCollins_Irr,46,0,46,0.0,100.0
MDX_2017_Lexington,1,0,1,0.0,100.0
HWWpanel_2013_Hays,46,0,46,0.0,100.0
HWWpanel_2013_Tipton,46,0,46,0.0,100.0
Jessica_2022_BLAVA,5,0,5,0.0,100.0
Jessica_2022_WARVA,5,0,5,0.0,100.0
Jessica_2023_BLAVA,8,0,8,0.0,100.0
Jessica_2023_WARVA,8,0,8,0.0,100.0
KansasAYN3_2023_WARVA,4,0,4,0.0,100.0
MDX_2014_Lexington,1,0,1,0.0,100.0
MDX_2016_Lexington,1,0,1,0.0,100.0
NDK-WHEAT-2007-DICKINSON,5,0,5,0.0,100.0
NDK-WHEAT-2007-HETTINGER,5,0,5,0.0,100.0
NDK-WHEAT-2007-LANGDON,5,0,5,0.0,100.0
NDK-WHEAT-2011-PROSPER,6,0,6,0.0,100.0
NDK-WHEAT-2010-MANDAN,5,0,5,0.0,100.0
NDK-WHEAT-2010-PROSPER,5,0,5,0.0,100.0
NDK-WHEAT-2010-WILLISTON,5,0,5,0.0,100.0
NDK-WHEAT-2011-CARRINGTON,6,0,6,0.0,100.0
NDK-WHEAT-2011-DICKINSON,6,0,6,0.0,100.0
NDK-WHEAT-2011-FORMAN,6,0,6,0.0,100.0
NDK-WHEAT-2011-LANGDON,6,0,6,0.0,100.0
NDK-WHEAT-2011-MANDAN,6,0,6,0.0,100.0
NDK-WHEAT-2011-MINOT,6,0,6,0.0,100.0
NDK-WHEAT-2011-WILLISTON,6,0,6,0.0,100.0
NDK-WHEAT-2010-HETTINGER,5,0,5,0.0,100.0
NDK-WHEAT-2012-CARRINGTON,5,0,5,0.0,100.0
NDK-WHEAT-2012-DICKINSON,5,0,5,0.0,100.0
NDK-WHEAT-2012-FORMAN,5,0,5,0.0,100.0
NDK-WHEAT-2012-HETTINGER,5,0,5,0.0,100.0
NDK-WHEAT-2012-LANGDON,6,0,6,0.0,100.0
NDK-WHEAT-2012-MANDAN,5,0,5,0.0,100.0
NDK-WHEAT-2012-MINOT,6,0,6,0.0,100.0
NDK-WHEAT-2012-PROSPER,5,0,5,0.0,100.0
NDK-WHEAT-2012-WILLISTON,5,0,5,0.0,100.0
NDK-WHEAT-2010-LANGDON,5,0,5,0.0,100.0
NDK-WHEAT-2010-FORMAN,5,0,5,0.0,100.0
NDK-WHEAT-2007-LISBON,5,0,5,0.0,100.0
NDK-WHEAT-2008-PROSPER,5,0,5,0.0,100.0
NDK-WHEAT-2007-MANDAN,5,0,5,0.0,100.0
NDK-WHEAT-2007-PROSPER,5,0,5,0.0,100.0
NDK-WHEAT-2007-WILLISTON,5,0,5,0.0,100.0
NDK-WHEAT-2008-CARRINGTON,5,0,5,0.0,100.0
NDK-WHEAT-2008-DICKINSON,5,0,5,0.0,100.0
NDK-WHEAT-2008-HETTINGER,5,0,5,0.0,100.0
NDK-WHEAT-2008-LANGDON,5,0,5,0.0,100.0
NDK-WHEAT-2008-LISBON,5,0,5,0.0,100.0
NDK-WHEAT-2008-MANDAN,5,0,5,0.0,100.0
NDK-WHEAT-2008-WILLISTON,5,0,5,0.0,100.0
NDK-WHEAT-2010-CARRINGTON,5,0,5,0.0,100.0
NDK-WHEAT-2009-CARRINGTON,6,0,6,0.0,100.0
NDK-WHEAT-2009-DICKINSON,6,0,6,0.0,100.0
NDK-WHEAT-2009-HETTINGER,6,0,6,0.0,100.0
NDK-WHEAT-2009-LANGDON,6,0,6,0.0,100.0
NDK-WHEAT-2009-LISBON,6,0,6,0.0,100.0
NDK-WHEAT-2009-MANDAN,6,0,6,0.0,100.0
NDK-WHEAT-2009-MINOT,6,0,6,0.0,100.0
NDK-WHEAT-2009-PROSPER,6,0,6,0.0,100.0
NDK-WHEAT-2009-WILLISTON,6,0,6,0.0,100.0
HWWFHBN_2013_Manhattan,1,0,1,0.0,100.0
HWWFHBN_2012_Manhattan,3,0,3,0.0,100.0
HWWFHBN_2011_Manhattan,4,0,4,0.0,100.0
EWashingtonCereals_SWW_WAL_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_STJ_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_STJ_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_STJ_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_STJ_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_STJ_2019,6,0,6,0.0,100.0
EWashingtonCereals_SWW_STJ_2020,7,0,7,0.0,100.0
EWashingtonCereals_SWW_STJ_2021,6,0,6,0.0,100.0
EWashingtonCereals_SWW_STJ_2022,6,0,6,0.0,100.0
EWashingtonCereals_SWW_STJ_2023,5,0,5,0.0,100.0
EWashingtonCereals_SWW_WAL_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_STJ_2013,1,0,1,0.0,100.0
EWashingtonCereals_SWW_WAL_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_WAL_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_WAL_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_WAL_2018,5,0,5,0.0,100.0
EWashingtonCereals_SWW_WAL_2019,5,0,5,0.0,100.0
EWashingtonCereals_SWW_WAL_2020,5,0,5,0.0,100.0
EWashingtonCereals_SWW_WAL_2021,4,0,4,0.0,100.0
EWashingtonCereals_SWW_WAL_2023,6,0,6,0.0,100.0
EWashingtonCereals_WWCL_ANA_2023,4,0,4,0.0,100.0
EWashingtonCereals_SWW_STJ_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_STA_2020,8,0,8,0.0,100.0
EWashingtonCereals_WWCL_CRT_2023,4,0,4,0.0,100.0
EWashingtonCereals_SWW_RIT_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_RER_2015,2,0,2,0.0,100.0
EWashingtonCereals_SWW_RER_2016,3,0,3,0.0,100.0
EWashingtonCereals_SWW_RER_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_RER_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_RER_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RER_2020,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RER_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RER_2022,9,0,9,0.0,100.0
EWashingtonCereals_SWW_RER_2023,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RIT_2014,2,0,2,0.0,100.0
EWashingtonCereals_SWW_STA_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RIT_2015,3,0,3,0.0,100.0
EWashingtonCereals_SWW_RIT_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_RIT_2018,7,0,7,0.0,100.0
EWashingtonCereals_SWW_RIT_2019,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RIT_2021,8,0,8,0.0,100.0
EWashingtonCereals_SWW_RIT_2023,9,0,9,0.0,100.0
EWashingtonCereals_SWW_STA_2013,2,0,2,0.0,100.0
EWashingtonCereals_SWW_STA_2017,5,0,5,0.0,100.0
EWashingtonCereals_SWW_STA_2018,7,0,7,0.0,100.0
EWashingtonCereals_WWCL_CLT_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_DST_2023,4,0,4,0.0,100.0
HWWFHBN_2010_Manhattan,2,0,2,0.0,100.0
HRWElite_2023_WARVA,19,0,19,0.0,100.0
F5_2_SP_SWW_2022_Pullman,4,0,4,0.0,100.0
F5_SP_SWW_2022_Pullman,4,0,4,0.0,100.0
FFAR_2023_BLAVA,2,0,2,0.0,100.0
FFAR_2023_WARVA,2,0,2,0.0,100.0
FFARbiomass_2023_BLAVA,1,0,1,0.0,100.0
FFARbiomass_2023_WARVA,1,0,1,0.0,100.0
HRWElite_2022_BLAVA,18,0,18,0.0,100.0
HRWElite_2022_WARVA,18,0,18,0.0,100.0
HRWElite_2023_BLAVA,19,0,19,0.0,100.0
HRWObs_2022_BLAVA,17,0,17,0.0,100.0
EWashingtonCereals_WWCL_WAL_2022,3,0,3,0.0,100.0
HRWObs_2022_WARVA,17,0,17,0.0,100.0
HRWObs_2023_BLAVA,6,0,6,0.0,100.0
HRWObs_2023_WARVA,6,0,6,0.0,100.0
HRWPrelim_2022_BLAVA,9,0,9,0.0,100.0
HRWPrelim_2022_WARVA,9,0,9,0.0,100.0
HSWpanel_2012_Dry_OthelloWA,1,0,1,0.0,100.0
HSWpanel_2012_Irr_OthelloWA,1,0,1,0.0,100.0
HWWFHBN_2008_Manhattan,2,0,2,0.0,100.0
HWWFHBN_2009_Manhattan,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_WAL_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_WAL_2021,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_DTN_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_HH_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_DUG_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_EUR_2019,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_EUR_2020,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_EUR_2021,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_EUR_2022,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_EUR_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_FAF_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_FAR_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_HAR_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_LAM_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_WAL_2020,2,0,2,0.0,100.0
EWashingtonCereals_WWCL_LND_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_MLK_2023,3,0,3,0.0,100.0
EWashingtonCereals_WWCL_MVW_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_OTH_2023,3,0,3,0.0,100.0
EWashingtonCereals_WWCL_PUL_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_RER_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_RIT_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_STJ_2023,4,0,4,0.0,100.0
EWashingtonCereals_WWCL_WAL_2019,2,0,2,0.0,100.0
OregonCereals_SWW_NWI_2015,3,0,3,0.0,100.0
OregonCereals_SWW_NWI_2017,5,0,5,0.0,100.0
2018_WestLafayette,2,0,2,0.0,100.0
StateWheat_2023_BLAVA,7,0,7,0.0,100.0
UE_Neo_23,1,0,1,0.0,100.0
UIL-WHEAT-1998-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-1998-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-1998-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-1998-DIXON_SPRINGS,1,0,1,0.0,100.0
UIL-WHEAT-1998-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-1998-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-1999-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-1999-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-1999-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-1999-DIXON_SPRINGS,1,0,1,0.0,100.0
UIL-WHEAT-1999-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-1999-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2000-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-2000-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-2000-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-2000-DIXON_SPRINGS,1,0,1,0.0,100.0
UIL-WHEAT-2000-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-2000-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2001-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-2001-BROWNSTOWN,1,0,1,0.0,100.0
UESWWWN_2021_Frankenmuth,1,0,1,0.0,100.0
UESRWWN_2021_Mason,1,0,1,0.0,100.0
UESRWWN_2014_Urbana,2,0,2,0.0,100.0
TP_2020_Frankenmuth,3,0,3,0.0,100.0
TCAP_2023_COLKS,259,0,259,0.0,100.0
TCAP_2023_HAYKS,259,0,259,0.0,100.0
TCAP_2023_HUTKS,259,0,259,0.0,100.0
TCAP_2023_MANKS,258,0,258,0.0,100.0
TCAP_2025_MANKS,3231,0,3231,0.0,100.0
TP_2018_Frankenmuth,1,0,1,0.0,100.0
TP_2018_Mason,1,0,1,0.0,100.0
TP_2019_Frankenmuth,3,0,3,0.0,100.0
TP_2019_Mason,3,0,3,0.0,100.0
TP_2020_Mason,3,0,3,0.0,100.0
UESRWWN_2014_Plymouth,2,0,2,0.0,100.0
TP_2021_Frankenmuth,7,0,7,0.0,100.0
TP_2021_Mason,7,0,7,0.0,100.0
TXE_2022_Bushland-Irrigated,3,0,3,0.0,100.0
TXE_2022_McGregor,3,0,3,0.0,100.0
TXE_2023_Bushland-Irrigated,3,0,3,0.0,100.0
TXE_2023_McGregor,3,0,3,0.0,100.0
UESRWWN_2014_Brownstown,2,0,2,0.0,100.0
UESRWWN_2014_Columbia,2,0,2,0.0,100.0
UESRWWN_2014_Lexington,2,0,2,0.0,100.0
UIL-WHEAT-2001-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-2001-DIXON_SPRINGS,1,0,1,0.0,100.0
UIL-WHEAT-2001-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-2007-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2006-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-2006-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-2006-DIXON_SPRINGS,1,0,1,0.0,100.0
UIL-WHEAT-2006-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-2006-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2007-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-2007-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-2007-DEKALB,1,0,1,0.0,100.0
UIL-WHEAT-2007-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-2008-BELLEVILLE,1,0,1,0.0,100.0
UIL-WHEAT-2005-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2008-BROWNSTOWN,1,0,1,0.0,100.0
UIL-WHEAT-2008-PERRY,1,0,1,0.0,100.0
UIL-WHEAT-2008-URBANA,1,0,1,0.0,100.0
UIL-WHEAT-2009-BELLEVILLE,2,0,2,0.0,100.0
UIL-WHEAT-2009-BROWNSTOWN,2,0,2,0.0,100.0
UIL-WHEAT-2009-DEKALB,2,0,2,0.0,100.0
UIL-WHEAT-2009-DIXON_SPRINGS,2,0,2,0.0,100.0
UIL-WHEAT-2009-PERRY,2,0,2,0.0,100.0
